node_id,ip_address,timestamp,latency_ms,throughput_mbps,total_storage_gb,free_storage_gb,latitude,longitude,distance_km,region
dc46,10.0.0.47,2025-08-17 04:55:36,33.24,73.8,1000,454.2,53.352975686535544,-6.572159603540319,20.7,dublin_area
dc47,10.0.0.48,2025-08-17 04:55:36,36.86,41.4,1000,477.7,53.43061583224799,-6.076198963989012,15.16,dublin_area
dc48,10.0.0.49,2025-08-17 04:55:36,43.98,74.6,1000,476.4,53.425624966662404,-6.6495375612166985,27.15,dublin_area
dc49,10.0.0.50,2025-08-17 04:55:36,18.0,78.1,1000,441.6,53.21929700308351,-6.402659345847811,17.32,dublin_area
dc50,10.0.0.51,2025-08-17 04:55:36,35.79,77.5,1000,526.6,53.21970512340812,-6.706530950268077,33.0,dublin_area
dc1,10.0.0.2,2025-08-17 04:56:06,8.26,68.3,1000,539.2,53.13196060459619,-6.255996207227248,24.22,dublin_area
dc2,10.0.0.3,2025-08-17 04:56:06,40.87,61.6,1000,477.5,53.201173908471326,-6.001504799333617,23.86,dublin_area
dc3,10.0.0.4,2025-08-17 04:56:06,20.59,41.0,1000,511.4,53.543834923565285,-6.0093034682887865,27.24,dublin_area
dc4,10.0.0.5,2025-08-17 04:56:06,31.07,69.3,1000,455.5,53.41705829863153,-6.398125962679229,11.81,dublin_area
dc5,10.0.0.6,2025-08-17 04:56:06,4.04,51.9,1000,475.5,53.35606121600826,-5.9130401044628345,23.06,dublin_area
dc6,10.0.0.7,2025-08-17 04:56:06,28.66,71.3,1000,487.4,53.32678358115183,-6.261132543703092,2.56,dublin_area
dc7,10.0.0.8,2025-08-17 04:56:06,35.58,71.5,1000,529.7,53.05201436583926,-6.00055373532997,37.36,dublin_area
dc8,10.0.0.9,2025-08-17 04:56:06,13.95,78.3,1000,495.0,53.66947006001691,-6.604093468829729,42.19,dublin_area
dc9,10.0.0.10,2025-08-17 04:56:06,27.5,41.6,1000,484.6,52.967595237864316,-5.90758398993353,48.57,dublin_area
dc10,10.0.0.11,2025-08-17 04:56:06,2.31,60.7,1000,502.9,53.36577208067532,-6.079956783260584,12.1,dublin_area
dc11,10.0.0.12,2025-08-17 04:56:06,26.24,54.4,1000,534.0,52.8888462186236,-5.8668046919111125,57.59,dublin_area
dc12,10.0.0.13,2025-08-17 04:56:06,2.07,53.2,1000,485.5,52.95500572897398,-6.740138584165312,54.32,dublin_area
dc13,10.0.0.14,2025-08-17 04:56:06,29.45,45.9,1000,475.8,53.111475175707504,-5.877298720745421,36.77,dublin_area
dc14,10.0.0.15,2025-08-17 04:56:06,12.33,60.6,1000,473.1,53.72368671090941,-6.052675599016627,43.78,dublin_area
dc15,10.0.0.16,2025-08-17 04:56:06,38.39,48.8,1000,475.8,53.28612689981986,-6.688131072654157,29.29,dublin_area
dc16,10.0.0.17,2025-08-17 04:56:06,16.87,57.9,1000,447.9,52.995255497988566,-5.991185704456522,43.31,dublin_area
dc17,10.0.0.18,2025-08-17 04:56:06,39.01,60.1,1000,511.3,52.859872430365286,-6.7242362451933415,62.67,dublin_area
dc18,10.0.0.19,2025-08-17 04:56:06,18.28,77.9,1000,536.9,53.18133827883354,-6.263269089152515,18.73,dublin_area
dc19,10.0.0.20,2025-08-17 04:56:06,4.99,54.8,1000,518.4,53.27764550911042,-6.406801974061807,12.61,dublin_area
dc20,10.0.0.21,2025-08-17 04:56:06,38.27,72.5,1000,524.6,52.96751442886465,-6.343891492257912,42.87,dublin_area
dc21,10.0.0.22,2025-08-17 04:56:06,13.77,63.4,1000,505.2,53.273564036639655,-6.684684179639477,29.44,dublin_area
dc22,10.0.0.23,2025-08-17 04:56:06,35.71,50.9,1000,440.8,53.630410468780376,-6.151048977583221,32.03,dublin_area
dc23,10.0.0.24,2025-08-17 04:56:06,8.71,53.8,1000,464.3,53.72998445213239,-6.003561556815316,45.55,dublin_area
dc24,10.0.0.25,2025-08-17 04:56:06,41.75,76.0,1000,468.9,53.4127082327406,-6.092789540769041,13.13,dublin_area
dc25,10.0.0.26,2025-08-17 04:56:06,39.45,67.5,1000,538.8,53.62123252622908,-6.390903589619542,31.39,dublin_area
dc26,10.0.0.27,2025-08-17 04:56:06,19.78,44.1,1000,469.2,53.22463471099877,-6.399542303256214,16.71,dublin_area
dc27,10.0.0.28,2025-08-17 04:56:06,1.0,78.0,1000,479.3,53.05366082502847,-6.264630689422374,32.93,dublin_area
dc28,10.0.0.29,2025-08-17 04:56:06,33.19,55.8,1000,482.4,52.89783111995755,-6.5373529846587415,53.55,dublin_area
dc29,10.0.0.30,2025-08-17 04:56:06,35.23,59.0,1000,522.7,52.91958660183241,-5.9273887744839975,52.74,dublin_area
dc30,10.0.0.31,2025-08-17 04:56:06,45.69,77.1,1000,452.9,52.92961759287671,-6.0496830702520175,48.79,dublin_area
dc31,10.0.0.32,2025-08-17 04:56:06,39.13,39.6,1000,497.2,53.66498948538671,-5.872153059063013,43.44,dublin_area
dc32,10.0.0.33,2025-08-17 04:56:06,5.39,66.5,1000,492.4,53.302919424517086,-6.37420997676231,9.19,dublin_area
dc33,10.0.0.34,2025-08-17 04:56:06,12.23,51.7,1000,500.5,53.32654524925362,-6.050567740768336,14.16,dublin_area
dc34,10.0.0.35,2025-08-17 04:56:06,32.04,42.1,1000,523.1,52.96368345751974,-6.158701401581341,43.47,dublin_area
dc35,10.0.0.36,2025-08-17 04:56:06,18.12,42.0,1000,493.8,53.370694935957886,-5.929990827139332,22.04,dublin_area
dc36,10.0.0.37,2025-08-17 04:56:06,32.24,45.3,1000,512.9,53.6557665282031,-5.966001472021148,39.2,dublin_area
dc37,10.0.0.38,2025-08-17 04:56:06,13.5,57.7,1000,460.5,53.34250303344381,-5.8957391754210144,24.21,dublin_area
dc38,10.0.0.39,2025-08-17 04:56:06,1.86,68.7,1000,467.3,53.71989630353766,-6.0228897842332305,44.04,dublin_area
dc39,10.0.0.40,2025-08-17 04:56:06,6.06,64.1,1000,444.1,53.80542333218741,-6.301974893566006,50.74,dublin_area
dc40,10.0.0.41,2025-08-17 04:56:06,30.24,39.2,1000,482.3,53.623620963840956,-6.518960751086385,34.93,dublin_area
dc41,10.0.0.42,2025-08-17 04:56:06,42.91,72.5,1000,482.2,53.52014203730498,-6.215798541589812,19.17,dublin_area
dc42,10.0.0.43,2025-08-17 04:56:06,43.48,62.1,1000,475.6,53.753493849418646,-5.906921899537634,50.6,dublin_area
dc43,10.0.0.44,2025-08-17 04:56:06,1.0,49.7,1000,440.7,52.94167843618471,-6.319003179875646,45.55,dublin_area
dc44,10.0.0.45,2025-08-17 04:56:06,10.36,78.4,1000,518.8,52.91246309230746,-6.632804085131086,54.61,dublin_area
dc45,10.0.0.46,2025-08-17 04:56:06,37.99,70.2,1000,510.2,53.22646995794348,-6.0341095369431414,20.35,dublin_area
dc46,10.0.0.47,2025-08-17 04:56:06,20.87,75.5,1000,471.4,53.73968413440083,-6.579977369796154,48.22,dublin_area
dc47,10.0.0.48,2025-08-17 04:56:06,14.42,61.0,1000,515.2,53.029508190250205,-6.197645530167135,35.86,dublin_area
dc48,10.0.0.49,2025-08-17 04:56:06,3.99,67.1,1000,496.7,53.00897748910155,-5.867160603488063,46.07,dublin_area
dc49,10.0.0.50,2025-08-17 04:56:06,31.66,60.0,1000,494.0,53.19942102758309,-6.1615828229571425,17.96,dublin_area
dc50,10.0.0.51,2025-08-17 04:56:06,15.42,60.4,1000,528.4,53.76293080424243,-6.59329304639645,50.93,dublin_area
dc1,10.0.0.2,2025-08-17 04:56:36,1.0,40.7,1000,538.0,53.84170667207701,-6.723205215940746,62.65,dublin_area
dc2,10.0.0.3,2025-08-17 04:56:36,40.12,59.7,1000,467.4,53.706862492403815,-5.989159178445587,43.56,dublin_area
dc3,10.0.0.4,2025-08-17 04:56:36,23.84,72.1,1000,488.7,53.361682703066485,-6.044473067993497,14.38,dublin_area
dc4,10.0.0.5,2025-08-17 04:56:36,23.38,74.4,1000,453.2,53.329506671056436,-5.857507044515746,26.84,dublin_area
dc5,10.0.0.6,2025-08-17 04:56:36,28.31,55.6,1000,511.5,53.5771429873061,-6.593519505082827,33.55,dublin_area
dc6,10.0.0.7,2025-08-17 04:56:36,33.79,48.0,1000,530.1,53.84924745528351,-5.94453060033826,59.32,dublin_area
dc7,10.0.0.8,2025-08-17 04:56:36,1.0,63.5,1000,501.6,53.24245451201653,-6.676254770629404,30.11,dublin_area
dc8,10.0.0.9,2025-08-17 04:56:36,23.48,71.5,1000,534.6,53.61022999317759,-6.613336239476448,37.21,dublin_area
dc9,10.0.0.10,2025-08-17 04:56:36,25.4,44.9,1000,507.0,53.8304166792246,-6.2459884223061515,53.45,dublin_area
dc10,10.0.0.11,2025-08-17 04:56:36,31.19,60.3,1000,493.1,53.53833520658324,-5.9944822383628305,27.38,dublin_area
dc11,10.0.0.12,2025-08-17 04:56:36,7.51,67.6,1000,512.5,53.15797854472069,-6.72069750260039,37.32,dublin_area
dc12,10.0.0.13,2025-08-17 04:56:36,6.71,71.6,1000,457.6,53.29913156589021,-6.281984589077185,5.82,dublin_area
dc13,10.0.0.14,2025-08-17 04:56:36,4.01,78.5,1000,510.5,53.06303672878833,-6.0155762077279205,35.81,dublin_area
dc14,10.0.0.15,2025-08-17 04:56:36,13.22,43.1,1000,525.5,52.93851048842406,-5.960339333179892,49.92,dublin_area
dc15,10.0.0.16,2025-08-17 04:56:36,12.43,56.2,1000,484.7,52.990076488254616,-5.988590854579248,43.91,dublin_area
dc16,10.0.0.17,2025-08-17 04:56:36,30.92,44.6,1000,460.7,53.80228199015425,-6.171216516168111,50.66,dublin_area
dc17,10.0.0.18,2025-08-17 04:56:36,24.68,59.5,1000,495.3,53.50543438881366,-6.469935961815155,22.19,dublin_area
dc18,10.0.0.19,2025-08-17 04:56:36,10.5,71.2,1000,458.4,53.53782343754812,-6.349394762009595,21.72,dublin_area
dc19,10.0.0.20,2025-08-17 04:56:36,34.95,46.7,1000,522.0,53.29630583665701,-6.4215253980425056,12.25,dublin_area
dc20,10.0.0.21,2025-08-17 04:56:36,15.74,75.2,1000,510.8,52.88029538815664,-5.767131051856972,61.72,dublin_area
dc21,10.0.0.22,2025-08-17 04:56:36,11.78,42.2,1000,513.2,53.267810899183196,-6.674242911431515,28.97,dublin_area
dc22,10.0.0.23,2025-08-17 04:56:36,42.62,72.6,1000,468.0,53.225794629904314,-6.2518015134262575,13.8,dublin_area
dc23,10.0.0.24,2025-08-17 04:56:36,31.51,73.7,1000,517.8,53.81805377465123,-5.96068845814713,55.7,dublin_area
dc24,10.0.0.25,2025-08-17 04:56:36,16.83,47.4,1000,471.5,53.37608516793756,-6.01833849691985,16.32,dublin_area
dc25,10.0.0.26,2025-08-17 04:56:36,24.35,77.5,1000,501.9,53.42359913349706,-6.671605927163361,28.48,dublin_area
dc26,10.0.0.27,2025-08-17 04:56:36,43.92,63.2,1000,459.4,53.84334718394585,-6.0481513015851585,56.64,dublin_area
dc27,10.0.0.28,2025-08-17 04:56:36,44.65,61.8,1000,526.8,52.980172863147615,-6.00201595060637,44.56,dublin_area
dc28,10.0.0.29,2025-08-17 04:56:36,14.82,72.3,1000,529.9,53.52132023771011,-6.1602438556028405,20.19,dublin_area
dc29,10.0.0.30,2025-08-17 04:56:36,41.08,77.8,1000,496.4,53.79746044473515,-6.2418697805241665,49.79,dublin_area
dc30,10.0.0.31,2025-08-17 04:56:36,4.1,57.9,1000,474.5,53.43151923357109,-6.647506184805161,27.24,dublin_area
dc31,10.0.0.32,2025-08-17 04:56:36,2.55,56.5,1000,500.8,53.286490134585534,-6.750607091358276,33.32,dublin_area
dc32,10.0.0.33,2025-08-17 04:56:36,1.0,53.3,1000,493.1,53.73824614488627,-6.491475398002746,45.81,dublin_area
dc33,10.0.0.34,2025-08-17 04:56:36,19.39,44.9,1000,469.5,53.65280856494322,-6.648767457998057,42.37,dublin_area
dc34,10.0.0.35,2025-08-17 04:56:36,22.44,53.1,1000,505.6,53.84279062552193,-5.8180441721295155,62.1,dublin_area
dc35,10.0.0.36,2025-08-17 04:56:36,42.14,65.5,1000,500.2,53.500396204957575,-6.1069034486910105,19.59,dublin_area
dc36,10.0.0.37,2025-08-17 04:56:36,25.02,51.8,1000,441.8,53.2878092339959,-5.771647109526873,33.18,dublin_area
dc37,10.0.0.38,2025-08-17 04:56:36,3.09,43.8,1000,506.7,53.0189967551948,-6.090986233200785,38.47,dublin_area
dc38,10.0.0.39,2025-08-17 04:56:36,21.5,68.8,1000,467.5,53.09335619975611,-5.796582219036958,42.03,dublin_area
dc39,10.0.0.40,2025-08-17 04:56:36,4.23,49.5,1000,534.5,53.178416090023994,-6.431509761629139,22.2,dublin_area
dc40,10.0.0.41,2025-08-17 04:56:36,13.86,47.6,1000,462.1,53.76305888697634,-6.4542681752641995,47.7,dublin_area
dc41,10.0.0.42,2025-08-17 04:56:36,23.7,49.2,1000,505.2,53.84829609456289,-5.826105597513104,62.4,dublin_area
dc42,10.0.0.43,2025-08-17 04:56:36,38.45,44.6,1000,443.7,53.04246474356018,-6.296532616493878,34.26,dublin_area
dc43,10.0.0.44,2025-08-17 04:56:36,36.59,45.9,1000,520.9,53.62032324603746,-6.494967566222185,33.85,dublin_area
dc44,10.0.0.45,2025-08-17 04:56:36,29.45,71.9,1000,516.9,53.25086463263397,-6.1599627136826856,12.86,dublin_area
dc45,10.0.0.46,2025-08-17 04:56:36,19.05,50.0,1000,463.2,53.6878313165035,-6.079314973275911,39.45,dublin_area
dc46,10.0.0.47,2025-08-17 04:56:36,14.33,39.3,1000,470.4,53.681831329900355,-6.330457781820318,37.21,dublin_area
dc47,10.0.0.48,2025-08-17 04:56:36,5.05,49.7,1000,480.8,53.76901053525854,-5.776458920536142,56.52,dublin_area
dc48,10.0.0.49,2025-08-17 04:56:36,4.22,76.2,1000,470.4,53.7012060391768,-6.423928545541535,40.54,dublin_area
dc49,10.0.0.50,2025-08-17 04:56:36,13.67,45.9,1000,530.7,52.87082030561484,-6.001179947137039,56.0,dublin_area
dc50,10.0.0.51,2025-08-17 04:56:36,30.07,73.1,1000,478.3,53.36434503907656,-6.625416409839478,24.28,dublin_area
dc1,10.0.0.2,2025-08-17 04:57:06,14.2,54.2,1000,499.7,53.60081034690431,-6.623917622598512,36.85,dublin_area
dc2,10.0.0.3,2025-08-17 04:57:06,2.76,67.0,1000,510.4,53.78244559751189,-6.667377616393166,55.11,dublin_area
dc3,10.0.0.4,2025-08-17 04:57:06,18.18,62.2,1000,488.2,53.19869612692639,-6.75093413181055,36.7,dublin_area
dc4,10.0.0.5,2025-08-17 04:57:06,28.03,76.4,1000,501.9,53.36561203869535,-6.4853651970083535,15.04,dublin_area
dc5,10.0.0.6,2025-08-17 04:57:06,28.8,46.9,1000,519.4,53.28426113729075,-6.289424129405428,7.54,dublin_area
dc6,10.0.0.7,2025-08-17 04:57:06,41.98,66.6,1000,467.0,52.892727676802814,-5.815717768463847,58.85,dublin_area
dc7,10.0.0.8,2025-08-17 04:57:06,38.01,75.3,1000,469.6,53.472855987462395,-6.633598892458923,28.27,dublin_area
dc8,10.0.0.9,2025-08-17 04:57:06,32.06,39.1,1000,480.6,53.535507365366755,-6.068191756821009,24.25,dublin_area
dc9,10.0.0.10,2025-08-17 04:57:06,33.91,63.9,1000,503.2,53.624288686164356,-6.039684554252429,33.83,dublin_area
dc10,10.0.0.11,2025-08-17 04:57:06,22.46,52.3,1000,466.6,53.738744808986,-6.47009487596851,45.42,dublin_area
dc11,10.0.0.12,2025-08-17 04:57:06,31.12,41.4,1000,456.2,53.719344075340814,-6.3075311445242415,41.21,dublin_area
dc12,10.0.0.13,2025-08-17 04:57:06,19.25,59.1,1000,445.2,53.328065017431435,-5.882509913064162,25.2,dublin_area
dc13,10.0.0.14,2025-08-17 04:57:06,44.43,74.2,1000,466.2,53.752063437184134,-6.753818049127723,55.35,dublin_area
dc14,10.0.0.15,2025-08-17 04:57:06,7.12,71.7,1000,489.3,52.9700950763058,-6.6920003960667245,51.1,dublin_area
dc15,10.0.0.16,2025-08-17 04:57:06,5.66,54.6,1000,473.5,53.082958407769766,-6.423341236830762,31.59,dublin_area
dc16,10.0.0.17,2025-08-17 04:57:06,18.88,45.1,1000,495.3,53.652524547345784,-6.366294225180777,34.38,dublin_area
dc17,10.0.0.18,2025-08-17 04:57:06,29.4,72.7,1000,521.4,53.595738069948936,-5.778238944837346,42.02,dublin_area
dc18,10.0.0.19,2025-08-17 04:57:06,32.85,76.8,1000,456.8,53.59989723729328,-6.747059441269672,42.56,dublin_area
dc19,10.0.0.20,2025-08-17 04:57:06,5.57,40.3,1000,516.3,52.89933890717595,-6.151461499652726,50.61,dublin_area
dc20,10.0.0.21,2025-08-17 04:57:06,40.13,52.4,1000,510.4,52.97096364280676,-6.325556333781111,42.35,dublin_area
dc21,10.0.0.22,2025-08-17 04:57:06,29.84,59.2,1000,510.9,52.901216743494054,-6.239602975753755,49.9,dublin_area
dc22,10.0.0.23,2025-08-17 04:57:06,26.91,64.5,1000,474.4,53.21531285902806,-5.961549852315957,24.86,dublin_area
dc23,10.0.0.24,2025-08-17 04:57:06,37.16,46.1,1000,491.9,53.42813618188891,-6.015187523686568,18.44,dublin_area
dc24,10.0.0.25,2025-08-17 04:57:06,11.59,44.6,1000,447.0,53.23534024220183,-6.354374879712751,14.18,dublin_area
dc25,10.0.0.26,2025-08-17 04:57:06,3.28,75.1,1000,443.8,53.01914464588093,-6.514276126319189,40.47,dublin_area
dc26,10.0.0.27,2025-08-17 04:57:06,29.86,75.9,1000,495.5,53.27378351089942,-6.308436366828663,9.04,dublin_area
dc27,10.0.0.28,2025-08-17 04:57:06,34.23,59.6,1000,473.5,53.70086456809733,-6.614183206764217,45.51,dublin_area
dc28,10.0.0.29,2025-08-17 04:57:06,42.75,67.0,1000,529.5,53.292070373780085,-6.760215072330376,33.82,dublin_area
dc29,10.0.0.30,2025-08-17 04:57:06,37.38,63.7,1000,506.0,53.26263836404374,-6.6769909562248495,29.33,dublin_area
dc30,10.0.0.31,2025-08-17 04:57:06,29.19,40.1,1000,491.9,52.89885355425939,-5.826499053696502,57.9,dublin_area
dc31,10.0.0.32,2025-08-17 04:57:06,33.42,66.0,1000,471.4,53.77424495561993,-6.031278946061053,49.56,dublin_area
dc32,10.0.0.33,2025-08-17 04:57:06,33.04,60.3,1000,502.1,53.16070673807518,-6.304022215278613,21.23,dublin_area
dc33,10.0.0.34,2025-08-17 04:57:06,30.8,77.1,1000,485.4,53.45758323672053,-6.053481198142557,18.21,dublin_area
dc34,10.0.0.35,2025-08-17 04:57:06,13.5,60.6,1000,457.7,53.447824832298316,-6.14866056453939,13.18,dublin_area
dc35,10.0.0.36,2025-08-17 04:57:06,37.8,60.9,1000,460.3,53.84645680597967,-5.801241549452189,62.99,dublin_area
dc36,10.0.0.37,2025-08-17 04:57:06,10.08,57.7,1000,535.3,52.93158407328435,-5.798464133283962,55.78,dublin_area
dc37,10.0.0.38,2025-08-17 04:57:06,15.45,59.3,1000,453.7,53.46585772515931,-5.960933599249863,23.67,dublin_area
dc38,10.0.0.39,2025-08-17 04:57:06,39.32,53.0,1000,490.9,53.40817413995378,-5.873542652966615,26.46,dublin_area
dc39,10.0.0.40,2025-08-17 04:57:06,32.31,51.7,1000,512.2,53.80253764795774,-6.220116656554401,50.41,dublin_area
dc40,10.0.0.41,2025-08-17 04:57:06,3.38,45.8,1000,529.5,53.350970435161436,-6.445267534844237,12.28,dublin_area
dc41,10.0.0.42,2025-08-17 04:57:06,29.35,43.9,1000,457.8,53.82238794586292,-5.8588701643135055,58.85,dublin_area
dc42,10.0.0.43,2025-08-17 04:57:06,31.18,70.5,1000,499.5,53.66596922294667,-5.825667592925727,45.41,dublin_area
dc43,10.0.0.44,2025-08-17 04:57:06,29.37,40.9,1000,468.5,53.74730412565005,-5.965161403341883,48.31,dublin_area
dc44,10.0.0.45,2025-08-17 04:57:06,29.48,41.0,1000,447.2,53.09240420444273,-6.090076127565023,30.78,dublin_area
dc45,10.0.0.46,2025-08-17 04:57:06,26.99,66.1,1000,526.0,53.04384207520601,-6.459951993885436,36.53,dublin_area
dc46,10.0.0.47,2025-08-17 04:57:06,9.94,50.3,1000,445.5,53.50432169008054,-6.289957596193515,17.29,dublin_area
dc47,10.0.0.48,2025-08-17 04:57:06,22.27,71.3,1000,445.7,53.180310889251324,-5.98187474618026,26.42,dublin_area
dc48,10.0.0.49,2025-08-17 04:57:06,33.84,77.5,1000,505.8,53.77150655794354,-5.904237728943157,52.46,dublin_area
dc49,10.0.0.50,2025-08-17 04:57:06,17.72,69.5,1000,517.2,53.668917323430904,-6.635548205977935,43.3,dublin_area
dc50,10.0.0.51,2025-08-17 04:57:06,4.58,51.6,1000,537.7,53.47627839135578,-5.825596865174973,32.06,dublin_area
dc1,10.0.0.2,2025-08-17 04:57:36,14.27,74.6,1000,479.4,53.09127110829551,-6.251896493844488,28.75,dublin_area
dc2,10.0.0.3,2025-08-17 04:57:36,27.92,39.5,1000,455.1,53.16390558253214,-6.682316131490798,34.86,dublin_area
dc3,10.0.0.4,2025-08-17 04:57:36,1.0,48.3,1000,492.5,52.94394041412235,-5.762379037769742,56.03,dublin_area
dc4,10.0.0.5,2025-08-17 04:57:36,13.2,72.5,1000,446.2,53.80012640058451,-6.7522014427470625,59.68,dublin_area
dc5,10.0.0.6,2025-08-17 04:57:36,2.98,53.4,1000,450.9,52.98387836311164,-6.098429410176919,42.1,dublin_area
dc6,10.0.0.7,2025-08-17 04:57:36,19.0,39.2,1000,501.9,53.29074665848534,-6.091605697443879,12.99,dublin_area
dc7,10.0.0.8,2025-08-17 04:57:36,5.51,43.4,1000,448.9,53.42778954611734,-6.161905467851621,10.85,dublin_area
dc8,10.0.0.9,2025-08-17 04:57:36,15.31,46.4,1000,526.4,52.92621264302637,-6.253334214000549,47.1,dublin_area
dc9,10.0.0.10,2025-08-17 04:57:36,9.61,77.6,1000,458.8,53.54058412053922,-6.056506538715354,25.14,dublin_area
dc10,10.0.0.11,2025-08-17 04:57:36,25.3,50.2,1000,525.6,53.64794837250918,-6.738553238406981,45.82,dublin_area
dc11,10.0.0.12,2025-08-17 04:57:36,13.57,57.2,1000,509.7,52.983149622432535,-6.028400163436624,43.6,dublin_area
dc12,10.0.0.13,2025-08-17 04:57:36,18.9,58.0,1000,449.4,53.82642541866676,-5.949134212625523,56.84,dublin_area
dc13,10.0.0.14,2025-08-17 04:57:36,21.18,71.4,1000,478.2,53.4362898411052,-6.1161181862295635,13.56,dublin_area
dc14,10.0.0.15,2025-08-17 04:57:36,14.88,64.8,1000,509.8,52.96160106107159,-6.272993092304056,43.17,dublin_area
dc15,10.0.0.16,2025-08-17 04:57:36,24.44,73.6,1000,504.3,53.399079492577,-6.391876438470926,10.31,dublin_area
dc16,10.0.0.17,2025-08-17 04:57:36,41.1,76.8,1000,483.8,53.246569774667584,-6.272159644059569,11.51,dublin_area
dc17,10.0.0.18,2025-08-17 04:57:36,26.7,70.9,1000,484.1,53.684902339886094,-6.013257060111564,40.68,dublin_area
dc18,10.0.0.19,2025-08-17 04:57:36,18.57,65.1,1000,513.2,52.863891168453385,-6.524774927408951,56.84,dublin_area
dc19,10.0.0.20,2025-08-17 04:57:36,24.72,54.4,1000,521.7,53.053169731333796,-5.980722368435939,37.88,dublin_area
dc20,10.0.0.21,2025-08-17 04:57:36,13.07,41.6,1000,485.1,53.06891701714908,-6.17281696537467,31.77,dublin_area
dc21,10.0.0.22,2025-08-17 04:57:36,36.36,55.1,1000,453.5,53.244589832377585,-6.719011715029465,32.65,dublin_area
dc22,10.0.0.23,2025-08-17 04:57:36,9.84,72.4,1000,506.8,53.20089040680202,-6.2869369258388295,16.65,dublin_area
dc23,10.0.0.24,2025-08-17 04:57:36,4.74,55.6,1000,497.5,52.940792406715374,-6.220420040230943,45.56,dublin_area
dc24,10.0.0.25,2025-08-17 04:57:36,43.23,44.5,1000,458.6,53.22166077912462,-6.391899845583494,16.72,dublin_area
dc25,10.0.0.26,2025-08-17 04:57:36,15.33,71.6,1000,468.8,52.95646337153145,-5.946253810834389,48.49,dublin_area
dc26,10.0.0.27,2025-08-17 04:57:36,11.75,70.6,1000,505.6,53.295765535001145,-5.782317468952984,32.31,dublin_area
dc27,10.0.0.28,2025-08-17 04:57:36,28.77,48.6,1000,505.1,53.70941046561703,-6.322926950766447,40.2,dublin_area
dc28,10.0.0.29,2025-08-17 04:57:36,33.77,67.8,1000,470.0,53.80435708354553,-6.6743147790236605,57.46,dublin_area
dc29,10.0.0.30,2025-08-17 04:57:36,41.72,64.9,1000,507.3,53.20232826717669,-6.456392756451261,20.95,dublin_area
dc30,10.0.0.31,2025-08-17 04:57:36,39.99,44.6,1000,442.0,53.23234825699039,-6.1862803148836845,13.96,dublin_area
dc31,10.0.0.32,2025-08-17 04:57:36,30.62,44.4,1000,467.4,52.92867576933152,-6.615384480031724,52.48,dublin_area
dc32,10.0.0.33,2025-08-17 04:57:36,11.99,46.7,1000,469.8,53.00480557142506,-6.693904224106369,48.03,dublin_area
dc33,10.0.0.34,2025-08-17 04:57:36,9.03,44.2,1000,484.9,53.838226578874426,-6.584301447559513,58.37,dublin_area
dc34,10.0.0.35,2025-08-17 04:57:36,10.59,46.3,1000,501.4,53.81200624589863,-6.320821665462041,51.55,dublin_area
dc35,10.0.0.36,2025-08-17 04:57:36,31.15,70.8,1000,510.3,53.202617912343435,-6.187618716230369,17.06,dublin_area
dc36,10.0.0.37,2025-08-17 04:57:36,1.23,47.7,1000,470.3,53.01780544142583,-5.941459707008826,42.59,dublin_area
dc37,10.0.0.38,2025-08-17 04:57:36,35.09,66.2,1000,453.8,53.5969164441628,-6.381678685956094,28.63,dublin_area
dc38,10.0.0.39,2025-08-17 04:57:36,11.37,76.7,1000,464.3,53.32518645836327,-6.5439110385002905,19.03,dublin_area
dc39,10.0.0.40,2025-08-17 04:57:36,34.12,75.8,1000,482.8,53.61671161347954,-6.028257340892564,33.42,dublin_area
dc40,10.0.0.41,2025-08-17 04:57:36,18.17,72.3,1000,495.8,53.78430767249065,-6.2015294296843795,48.47,dublin_area
dc41,10.0.0.42,2025-08-17 04:57:36,9.31,60.0,1000,536.2,52.88949739941443,-5.788761709834639,60.08,dublin_area
dc42,10.0.0.43,2025-08-17 04:57:36,36.77,52.5,1000,516.2,53.70810874406965,-6.181490414386737,40.18,dublin_area
dc43,10.0.0.44,2025-08-17 04:57:36,1.0,40.2,1000,444.7,53.66769247604564,-5.78572840469425,47.27,dublin_area
dc44,10.0.0.45,2025-08-17 04:57:36,19.04,46.7,1000,510.5,53.66994272721488,-6.018760749955419,39.02,dublin_area
dc45,10.0.0.46,2025-08-17 04:57:36,14.84,71.2,1000,463.1,53.03775804698557,-6.508583571942755,38.44,dublin_area
dc46,10.0.0.47,2025-08-17 04:57:36,16.45,55.5,1000,492.4,53.76975249924465,-6.480426002034735,48.91,dublin_area
dc47,10.0.0.48,2025-08-17 04:57:36,38.58,56.5,1000,485.2,53.12980764409333,-5.958395272153998,31.65,dublin_area
dc48,10.0.0.49,2025-08-17 04:57:36,1.0,78.7,1000,486.6,53.628416379646886,-5.781917184717453,44.29,dublin_area
dc49,10.0.0.50,2025-08-17 04:57:36,2.82,43.3,1000,445.8,53.79265610432987,-6.0175943906979565,51.79,dublin_area
dc50,10.0.0.51,2025-08-17 04:57:36,41.89,57.3,1000,465.5,52.91932552832696,-6.574126272685186,52.24,dublin_area
dc1,10.0.0.2,2025-08-17 04:58:06,1.0,70.5,1000,490.1,53.42196355587737,-6.399120998739546,12.21,dublin_area
dc2,10.0.0.3,2025-08-17 04:58:06,8.58,77.3,1000,457.9,53.093951486052156,-6.003200307862377,33.2,dublin_area
